Cmpd_ID,MolLogP,HeavyAtomCount,HeavyAtomMolWt,HAccept,Heteroatoms,HDonor,MolWt,MolMR,RotableBonds,RingCount,Ipc,HallKierAlpha,NumValenceElectrons,SaturatedRings,AliphaticRings,AromaticRings,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,MaxAbsPartialCharge,MaxPartialCharge,MinAbsPartialCharge,MinPartialCharge,BalabanJ,BertzCT,Kappa1,Kappa2,Kappa3,Chi0,Chi1,Chi0n,Chi1n,Chi2n,Chi3n,Chi4n,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,NHOHCount,NOCount,FractionCSP3,LabuteASA,PEOE_VSA1,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SMR_VSA10,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,EState_VSA10,EState_VSA11,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,VSA_EState10,Affinity,pIC50
CatS_11,3.7878,47,653.518,9,15,0,698.878,174.6318,10,6,38438055118,-2.17,260,3,4,2,1.021276596,1.744680851,2.425531915,0.41698702,0.41698702,0.377774205,-0.377774205,1.202096404,1515.183338,34.68405816,14.75033496,8.351110371,33.18322303,22.46949626,27.01109465,16.67186378,13.00351812,9.901767571,7.29166381,28.64408782,19.50577396,16.00313277,12.19153271,9.089327314,0,10,0.6875,279.1609689,19.43659215,9.476340119,8.417796984,22.57514294,11.76188495,6.066367068,76.96062428,66.90275894,36.47976621,0,0,15.93047088,0,6.176298517,31.12044227,0,28.78542993,0,68.72806537,77.58043797,35.01993218,11.25737949,27.69235583,0,126.7326854,45.24132424,0,48.92493909,23.09458468,0,11.25737949,13.17124514,0,11.76188495,21.76304116,23.10027322,63.11283149,55.14072235,61.46651862,4.899909731,4.681802935,9.799819462,9.835544762,26.38357931,0,75.91928704,19.49901563,4.917634564,1.83476801,-0.362504759,4.603625334,2.913188972,8.286689817,-3.481489381,0.869784777,0.4,6.397940009
CatS_12,4.5019,46,660.472,8,17,0,697.768,159.5818,9,5,10377794814,-2.34,256,2,3,2,1.02173913,1.717391304,2.347826087,0.41698702,0.41698702,0.377774205,-0.377774205,1.377756705,1500.4458,34.97980286,14.02389319,8.37958643,33.27744564,21.60834148,25.36934735,15.1368312,11.84515504,8.738101664,6.160732113,27.00234051,17.97074138,14.84476969,11.02786681,7.958395617,0,9,0.655172414,267.8087463,14.53668242,9.476340119,8.417796984,35.74638809,11.76188495,6.066367068,51.02946822,60.86091811,42.39767225,0,0,15.93047088,0,12.35259703,44.29168741,0,23.8855202,5.917906046,56.02087981,64.49092515,35.01993218,11.25737949,27.69235583,0,108.8777206,45.24132424,5.917906046,36.08329585,23.09458468,0,11.25737949,26.34249029,0,11.76188495,33.85724573,42.48667287,82.14477659,29.7779492,16.43795013,9.581712666,4.899909731,0,9.835544762,39.55482445,0,114.3637882,16.1399215,4.7555409,1.235875311,-1.770687049,3.633997559,-6.713784682,3.371771525,-3.562364818,0.795941514,0.23,6.638272164
CatS_13,4.2167,50,697.527,10,17,1,744.903,183.1945,10,5,59087156888,-2.86,278,2,3,2,1.06,1.76,2.4,0.443832261,0.41698702,0.41698702,-0.443832261,1.30549271,1631.097524,38.37278419,15.79943042,10.13803404,36.26900947,23.47531488,29.05195051,16.93225693,13.94977204,8.996050811,6.451965403,30.68494368,19.76616711,16.9493867,11.28581595,8.249628907,1,12,0.666666667,295.596838,24.59033397,9.476340119,13.21233417,22.57514294,11.76188495,6.066367068,58.71116701,79.99227175,36.47976621,5.601050811,0,15.93047088,0,12.26953859,40.6518424,0,29.2023088,0,82.25868454,64.49092515,35.01993218,11.25737949,33.7855959,5.316788604,120.4375538,49.9781872,0,56.85450745,23.09458468,0,11.25737949,17.96578233,0,11.76188495,33.45733204,35.68687045,56.08968575,68.67468328,16.43795013,4.899909731,25.45301453,10.21669833,14.57240772,31.1781165,0,81.2433891,28.80078797,7.824857634,1.030505819,-0.416000653,3.851910237,-1.117742566,10.38155557,-3.522669692,0.840073243,0.06,7.22184875
CatS_14,4.6661,53,731.568,10,17,1,783.984,196.9925,13,6,5.21E+11,-2.86,294,3,4,2,1,1.716981132,2.377358491,0.449853043,0.416986807,0.416986807,-0.449853043,1.12944854,1707.075514,39.8218205,17.29726015,10.06883356,37.75213713,25.29519476,30.70379999,18.85371543,14.49847848,10.93061995,8.068098983,32.33679316,21.68762561,17.61766629,13.21579528,9.973610082,1,12,0.694444444,314.3321217,24.75338075,9.476340119,13.21233417,22.57514294,11.76188495,6.066367068,64.12615748,111.2973006,24.12003063,0,0,15.93047088,0,12.26953859,35.91497945,0,34.10221853,0,94.53528665,70.973556,35.01993218,11.25737949,33.7855959,5.316788604,132.2608844,45.24132424,0,68.69031954,23.09458468,0,11.25737949,17.96578233,0,11.76188495,27.85628123,23.38926044,62.13486835,106.8790997,16.62735224,12.99010427,4.681802935,20.0165178,9.835544762,31.1781165,0,76.2509038,30.77642119,7.81937576,2.035032383,0.71953007,4.471034022,2.520702407,8.737780443,-3.49259397,1.161813895,0.63,6.200659451
CatS_15,4.0561,51,703.558,9,16,1,753.958,190.6515,12,6,1.89E+11,-2.66,282,3,4,2,0.980392157,1.68627451,2.333333333,0.416986807,0.416986807,0.353517223,-0.353517223,1.150189881,1669.45655,38.0765096,16.14938247,9.47609673,36.33792357,24.25718996,29.58844492,18.15380937,14.33419452,10.74060004,8.01612878,31.22143809,20.98771955,17.45338233,13.02577537,9.921639879,1,11,0.685714286,302.8536343,20.0165178,14.2708773,8.417796984,22.57514294,11.76188495,6.066367068,57.20242028,118.2210378,17.51314867,0,0,21.83765061,0,6.176298517,31.1781165,0,34.10221853,0,94.53528665,64.36667404,35.01993218,11.25737949,33.59953556,5.316788604,125.4679421,45.29899847,0,68.69031954,23.09458468,0,11.25737949,13.17124514,0,11.76188495,21.76304116,29.29644017,55.52798639,95.11721473,35.31297439,6.066367068,4.681802935,20.0165178,5.098681808,31.1781165,0,71.11084188,30.42806645,7.900889511,2.07736533,0.691558655,4.61337441,3.134150778,8.352176628,-3.483640125,1.175216482,1.28,5.89279003
CatS_16,5.4447,55,755.59,10,17,1,812.038,206.2045,12,6,9.01E+11,-2.86,306,3,4,2,0.963636364,1.654545455,2.290909091,0.443832261,0.416986807,0.416986807,-0.443832261,1.113785346,1782.898476,41.76495349,17.32685129,10.96157252,39.54503035,25.94164137,32.49669321,19.56205766,16.27990029,11.05407196,8.202893859,34.12968638,22.39596784,19.3990881,13.33924729,10.10840496,1,12,0.710526316,327.0620059,24.75338075,9.476340119,13.21233417,22.57514294,11.76188495,6.066367068,77.97363188,111.2973006,17.51314867,5.601050811,0,15.93047088,0,12.26953859,35.91497945,0,34.10221853,0,113.9838119,64.36667404,35.01993218,11.25737949,33.7855959,5.316788604,131.2550532,45.24132424,0,82.53779394,23.09458468,0,11.25737949,17.96578233,0,11.76188495,33.45733204,23.38926044,68.6174992,93.78958687,16.62735224,6.066367068,25.45301453,20.0165178,9.835544762,31.1781165,0,76.8389336,31.2078087,7.882897738,1.444605474,0.713220935,4.446163591,2.466921775,12.0852011,-3.497318116,1.161565196,0.59,6.229147988
CatS_17,4.2391,43,581.915,7,10,0,622.235,170.4398,8,6,7927157008,-2.71,228,2,3,3,0.930232558,1.697674419,2.441860465,0.37879274,0.211020163,0.211020163,-0.37879274,1.236863563,1597.557846,30.32191903,13.51323795,7.51052968,29.81297954,20.83065104,24.89507921,15.30381305,11.77591283,8.65603601,6.235129916,26.46750474,17.53008915,14.16555093,10.23533266,7.186464649,0,8,0.484848485,260.1606033,4.736862954,14.4816224,8.417796984,9.4038978,0,41.64090973,62.18089745,80.18185043,30.18609442,0,0,10.02329115,0,0,13.15465994,0,23.8855202,0,45.31755571,58.73807155,75.43493675,23.09824812,21.62423104,0,91.04138873,40.81524495,11.84086864,47.21019883,42.46456948,5.022633314,11.25737949,0,0,11.60093989,10.02329115,0,24.53296775,86.00002954,37.75037673,4.305215991,18.19910121,50.58795931,21.43648465,8.417796984,0,34.05498441,4.918925539,5.640640532,6.76873853,6.553633495,14.27033366,5.464762409,9.40191744,-3.322311637,6.60948673,1.39,5.8569852
CatS_18,4.6292,44,593.926,7,10,0,636.262,175.0568,8,6,11638873332,-2.71,234,2,3,3,0.909090909,1.681818182,2.431818182,0.37879274,0.211020163,0.211020163,-0.37879274,1.224484619,1614.66081,31.2798784,14.15354686,7.736273653,30.52008632,21.33065104,25.602186,15.80381305,12.12946622,8.90603601,6.411906611,27.17461152,18.03008915,14.51910432,10.48533266,7.363241344,0,8,0.5,266.5255455,4.736862954,14.4816224,8.417796984,9.4038978,0,48.06173136,62.18089745,80.18185043,30.18609442,0,0,10.02329115,0,0,13.15465994,0,23.8855202,0,51.73837733,58.73807155,75.43493675,23.09824812,21.62423104,0,91.04138873,40.81524495,11.84086864,53.63102045,42.46456948,5.022633314,11.25737949,0,0,11.60093989,10.02329115,0,24.53296775,86.00002954,44.17119836,4.305215991,18.19910121,50.58795931,21.43648465,8.417796984,0,34.08922994,4.951309326,5.6474861,6.779402004,6.571897958,14.31409865,6.806888482,9.40191744,-3.323927518,6.622808725,1.5,5.823908741
CatS_19,4.8437,46,637.519,8,14,1,684.895,175.1285,11,5,10480926986,-2.13,256,2,3,2,1.043478261,1.782608696,2.413043478,0.416986807,0.416986807,0.339606603,-0.339606603,1.330917056,1497.427115,35.18420533,14.15343537,8.659299341,33.27744564,21.59830478,27.32720564,16.2493836,13.69453295,9.095512214,6.730083049,28.96019881,19.08329378,16.81372076,11.4022375,8.49023231,1,9,0.6875,274.8432834,15.11660807,9.476340119,8.417796984,22.57514294,11.76188495,6.066367068,65.13198863,97.70487223,17.51314867,0,0,15.93047088,0,6.176298517,26.38357931,0,29.2023088,0,95.03820222,51.27716123,35.01993218,11.25737949,27.69235583,5.316788604,101.0684242,40.50446129,0,69.69615069,23.09458468,0,11.25737949,13.17124514,0,11.76188495,21.76304116,22.88634486,55.52798639,80.94794362,16.62735224,6.066367068,25.45301453,15.11660807,5.098681808,26.38357931,0,70.35219281,16.78435112,8.245598669,1.991989201,0.743070859,4.482834399,1.602614135,11.34769415,-3.460059388,1.159714046,3.09,5.510041521
CatS_20,4.4536,45,625.508,8,14,1,670.868,170.5115,12,5,8217294499,-2.13,250,2,3,2,1.088888889,1.844444444,2.488888889,0.416986807,0.416986807,0.339606603,-0.339606603,1.330154347,1455.032822,34.21129377,14.32619142,8.427234363,32.3547959,21.30770022,26.40455591,15.94275928,12.62658094,8.992767986,6.651652712,28.03754907,18.77666946,15.74576875,11.29949327,8.427591031,1,9,0.677419355,268.4783413,15.11660807,9.476340119,8.417796984,22.57514294,11.76188495,19.91384147,44.36077703,98.20778781,17.51314867,0,0,15.93047088,0,6.176298517,26.38357931,0,29.2023088,0,88.6173806,51.27716123,35.01993218,11.25737949,27.69235583,5.316788604,101.5713398,40.50446129,0,62.77241349,23.09458468,0,11.25737949,13.17124514,0,11.76188495,21.76304116,23.38926044,55.52798639,80.94794362,16.62735224,6.066367068,18.52927733,15.11660807,5.098681808,26.38357931,0,70.1225442,16.77771827,8.160111984,2.145921532,0.75841005,4.716252235,1.618781846,9.327608148,-3.455025274,1.161010342,1.2,5.920818754
CatS_21,4.7012,46,637.519,8,14,1,684.895,175.0805,13,5,13339818273,-2.13,256,2,3,2,1.086956522,1.847826087,2.5,0.416986807,0.416986807,0.339606603,-0.339606603,1.319120285,1471.995027,35.18420533,14.96354658,8.659299341,33.06190269,21.80770022,27.11166269,16.41588582,13.11572725,9.169544681,6.766958003,28.74465586,19.249796,16.23491506,11.47626997,8.56938276,1,9,0.6875,274.8432834,15.11660807,9.476340119,8.417796984,22.57514294,11.76188495,19.91384147,56.82343949,92.16594698,17.51314867,0,0,15.93047088,0,6.176298517,26.38357931,0,29.2023088,5.917906046,82.57553977,57.82191763,35.01993218,11.25737949,27.69235583,5.316788604,102.0742554,40.50446129,5.917906046,62.77241349,23.09458468,0,11.25737949,13.17124514,0,11.76188495,21.76304116,17.34741961,61.44589243,75.73081508,28.38923719,6.066367068,4.681802935,28.96408247,5.098681808,26.38357931,0,70.2978374,16.79572105,8.208931237,2.159012736,1.217162292,4.497488702,1.6227381,10.32046524,-3.456712525,1.170689103,0.19,6.721246399
CatS_22,5.3779,48,661.541,8,14,1,710.933,182.2485,12,6,57969801129,-2.13,266,3,4,2,0.979166667,1.75,2.4375,0.416986807,0.416986807,0.339606603,-0.339606603,1.163834682,1535.002537,35.68760505,15.40549552,8.592034297,33.89032981,22.96949626,27.94008982,17.60455532,13.80681427,10.47836655,7.873814545,29.57308298,20.4384655,16.92600208,12.78509183,9.649752864,1,9,0.705882353,286.5673364,15.11660807,9.476340119,8.417796984,22.57514294,11.76188495,25.32883194,57.20242028,98.20778781,17.51314867,0,0,15.93047088,0,6.176298517,26.38357931,0,29.2023088,0,106.8740143,51.27716123,35.01993218,11.25737949,27.69235583,5.316788604,101.5713398,40.50446129,0,81.02904721,23.09458468,0,11.25737949,13.17124514,0,11.76188495,21.76304116,17.34741961,61.56982722,82.02770192,47.65170206,6.066367068,4.681802935,15.11660807,5.098681808,26.38357931,0,70.77181763,16.85251136,8.474196631,2.219629718,0.801681389,5.001542626,7.524694378,5.437044767,-3.457387064,1.207601896,0.18,6.744727495
CatS_23,3.4276,46,641.507,9,15,2,686.867,171.9453,14,5,15714202286,-2.17,256,2,3,2,1.065217391,1.847826087,2.52173913,0.416986807,0.416986807,0.39632611,-0.39632611,1.313446053,1460.73817,35.14526786,15.36879152,8.641792319,32.89876598,21.95185817,26.39573958,16.16916476,12.34491644,9.128626097,6.705277738,28.02873274,19.00307494,15.46410425,11.43535139,8.507702494,2,10,0.677419355,273.272575,20.22313546,9.476340119,8.417796984,22.57514294,11.76188495,6.066367068,57.32635506,98.77282894,17.51314867,0,0,15.93047088,0,6.176298517,31.49010671,0,29.2023088,0,75.14888699,64.4287996,35.01993218,11.25737949,27.69235583,5.316788604,113.7876647,40.50446129,0,55.34576072,23.09458468,0,11.25737949,13.17124514,0,11.76188495,21.76304116,23.95430158,68.49356441,80.94794362,22.69371931,0,4.681802935,15.11660807,10.2052092,26.38357931,0,70.13360318,16.72591376,16.97052501,2.02938746,0.689782423,4.397502673,2.0959267,5.813180643,-3.470382599,1.114560749,0.53,6.27572413
